id,doc_id,question
679427b1-7b24-44ed-9df8-5f7640942b46,676aa082-8203-4e0a-96c5-0c61527e2650,I am a domestic worker and my agency has failed to provide me to my employer within the agreed upon time period. Am I entitled to claim reimbursement of recruitment and government costs?
8dd905ef-b885-4bd9-bb3c-4ad0e42c6c55,676aa082-8203-4e0a-96c5-0c61527e2650,I am a domestic worker and my agency has not provided me with a booklet of wage receipts or any other documentation that proves the payment of wages. What steps should I take to ensure I receive my wages in accordance with the process and channels specified by the Ministry?
57ea1a08-0e49-4224-ab97-e3e0824bd13f,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"As an employer, I am planning to hire a domestic worker. What are the requirements for recruiting a domestic worker in the UAE, and what information should I provide to the recruitment office?"
1fab1092-c90f-47c7-bd34-b52208a1ad90,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If a domestic worker's file has fines due to noncompliance, what are the implications for the employer when the domestic worker's file is transferred to the employer's file?"
308eb1f8-b490-48f6-877a-4e809204e2f0,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If an employer fails to provide a domestic worker with the agreed-upon daily or weekly rest, what are the potential penalties for the employer?"
2dc1f42a-4318-40a8-b330-9dd46d9201ca,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"In the event that an employer terminates a domestic worker's contract, can the employer claim reimbursement of recruitment and government costs if the agency fails to provide the domestic worker within the agreed-upon time period?"
b26995f8-ba18-41e8-b00d-f21557ccf641,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If a domestic worker's contract is terminated, can the employer deduct the worker's hours worked from the total amount and refund the remaining amount to the agency, or is the employer responsible for paying the full amount to the agency?"
1f875ae7-2b00-4fcc-8f3b-bd0d5214740b,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"As a domestic worker, if my employer fails to provide me with the accommodation specified in the contract, what are my options and what should I do?"
4c5c15fc-f70a-44f0-b67c-11e8752bbabb,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If I, as a domestic worker, am asked to work beyond the 12 hours of rest per day, what are my rights and what steps should I take?"
7bd222cd-e2db-40c7-9c99-b7a7d8f20773,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"According to the UAE Domestic Labour Law, what are the consequences for a recruitment agency that demands or receives commission from workers to bring them to work in the UAE?"
71e0293a-4557-4443-b56a-9c38be11469c,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If I, as a domestic worker, am not provided with a copy of the employment contract, what are my rights and what should I do?"
aa3df15f-832d-4db3-9295-500d7cb59efa,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If I, as a domestic worker, am not paid my wages within the 10 days from the day they are due, what are my rights and what steps should I take?"
59df1d6a-c61c-4c40-b294-8c094494ab0b,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"As a recruitment agency, if we fail to provide a domestic worker to an employer within the agreed upon time period, what are the consequences and what steps should we take to rectify the situation?"
7cbcd250-a1a0-4d91-8c1c-9a3a7cbd84a7,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"For a domestic worker who is currently working in the UAE, what are the requirements for transferring their file from the agency to the employer's file, and what fines might the employer be liable for upon transfer?"
65d3ac1a-a2c3-4107-b275-c959cbb0ff91,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If an employer terminates a domestic worker's contract due to the worker's violation of contract terms, can the agency deduct the worker's hours worked from the total amount and refund the remaining amount to the employer?"
ab75dfa8-ea50-4ad5-92b4-ee12bde567cf,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"If a domestic worker is involved in an accident while working, what are the employer's obligations regarding medical care or health insurance, and what compensation might be provided for work injuries and occupational diseases?"
e4226b13-972b-4e2f-9989-6e629550091d,37a27f7e-cef8-427c-8ce2-cf5ff238e5ed,"As a recruitment agency, what are the penalties for demanding or receiving any commission or financial reward from domestic workers to bring them to work in the UAE, or for carrying out the process to start working in the country?"
2732082c-265e-4cb3-8c72-504b6a1b43f5,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"As an employer, I want to understand the consequences if I fail to provide the domestic worker with information regarding the expected arrival date, taking into consideration that the recruitment process includes training and medical examinations. What are the potential penalties for non-compliance?"
7cef8a8e-74cd-42e0-b383-0849bcc84d26,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"I am an employer and I have signed an undertaking form that includes the fines incurred by employers. However, I am unsure about the statement of the fines incurred by employers that should be included on the undertaking form. Can you provide more details about this requirement?"
2ce28423-a8e2-47e9-b5ae-413ea9a973f2,aea12ea7-cb19-4db8-bc0c-018b8b441d81,I am a recruiting agency and I am placing a domestic worker with an employer. The employer has not paid the total amount for the domestic worker's travel from their home country to the UAE. Can I deduct the worker's hours worked from the total amount and refund the remaining amount to the employer in the event the worker ceases to work or the employer terminates the contract?
fff8c097-3ac3-44b2-9074-4ab1a972de7a,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"I am an employer and I have entered into an employment contract with a domestic worker in accordance with the unified standard contract mandated by the Ministry of Human Resources and Emiratisation. However, I am unsure about the specific details that should be included in the contract, such as the duration of the contract, total amount of remuneration, payment method, authorized leave, probation period, rest periods, and any instances that should be mentioned. Can you provide more details about these requirements?"
2f43c7fb-e8f3-47b3-9692-e4264eed8deb,aea12ea7-cb19-4db8-bc0c-018b8b441d81,I am a domestic worker in the UAE and my employer has not provided me with a copy of the unified standard contract as required by the Ministry of Human Resources and Emiratisation. What should I do?
71c96a96-b323-4afd-acaa-e20e996e77d7,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"I am a domestic worker and my employer wants to change my contract terms, including reducing my wages and increasing my working hours. Is this legal according to the document provided?"
dbcc6cc0-dbe5-45f3-a957-52bc28547c37,aea12ea7-cb19-4db8-bc0c-018b8b441d81,I am a domestic worker and my employer has not paid me for the overtime hours I have worked. Can I claim reimbursement for these hours according to the document provided?
ec388975-1751-47a4-bba8-efa3a35c97ed,aea12ea7-cb19-4db8-bc0c-018b8b441d81,I am a domestic worker and my employer wants to terminate my contract before the end of the probation period. Can they do this and what are my rights in this situation?
9ca2056c-603e-45aa-8f61-4d39eba31098,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"I am a domestic worker and I have been fined for noncompliance. According to the document, who is now liable for these fines - me or my employer?"
822c761c-4f9b-4bf3-bebc-52d932b02d8d,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"As a recruitment agency, we are required to provide the employer with information about the domestic worker's expected arrival date, taking into consideration the recruitment process includes training and medical examinations. What are the consequences if we fail to provide the employer with the domestic worker within the agreed upon time period or within thirty days after obtaining the entry permit?"
6a3707a7-7d81-4764-9de3-1cbf45bff249,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"In the event that the agency fails to comply with the provisions contained in clause (1) of the document, the recruited domestic worker may be refused employment by the employer. What are the employer's rights to seek compensation from the recruitment office for any damages incurred as a result of the breach of contract?"
5cff0651-cf47-4954-b4b2-93d5517fee65,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"The employment contract shall clearly indicate the total amount of remuneration. However, the document mentions that the Minister may, after the approval of the UAE Cabinet, establish the controls and fees structure for recruitment services. How does this affect the total amount of remuneration stated in the employment contract?"
a171c435-5ef2-4b34-955e-a7fee9962d29,aea12ea7-cb19-4db8-bc0c-018b8b441d81,"The document states that employers must comply with domestic workers' rights and privileges, particularly those related to the type of work and total wages. What are the specific rights and privileges that employers must adhere to regarding the type of work and total wages for domestic workers?"
de439b6e-30cb-445f-a9d1-3b5d4667dbf9,aea12ea7-cb19-4db8-bc0c-018b8b441d81,The document mentions that employers are required to sign an undertaking form that includes the fines incurred by employers in accordance with the executive regulation 'Employer Violations - Paragraph No. 4'. What are the common fines incurred by employers and how are they stated on the undertaking form?
bcca0b6e-a60e-4dd4-94a0-321abdd25ecb,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"As an employer, I am required to sign an undertaking form that includes the probation period duration based on start/end dates. What are the consequences if I fail to comply with this requirement?"
3e092470-8f37-4d15-9acc-da9472389daf,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"If a domestic worker causes damages or losses, am I as an employer responsible for reimbursing the employer for these costs?"
14ef4898-bc87-445b-a059-1c52f76e3c23,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,I am a recruitment agency outside the country. What are the requirements and controls I must meet and disclose to the Ministry?
fae2a874-6a0e-4846-93df-9d7f25bc7969,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,I am an employer and I have dealt with an unlicensed entity outside the country. What are the consequences for me and my office?
a3aa96f8-df7c-407c-a505-844374ee11ca,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,I am a domestic worker and my employer has failed to provide me with proper occupational health and safety conditions. What are my rights and what steps should I take?
fa0cb595-bc15-4f69-94d2-e9244ae3f321,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"If my employer causes damages or losses, am I entitled to reimbursement?"
935d3f72-dd9e-442c-a7bd-11bd7f40ee43,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,What happens if either party violates the terms of the contract and wants to terminate it?
248e5e70-e8f7-491e-83d3-bc73bea15ade,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,Can the agency deduct the hours I work from my salary if I cease working or the employer terminates the contract?
55d80ff7-1d1f-429d-afc6-9210c61e8b30,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"If I'm a domestic worker recruited within the country, what should I know about the employer's undertaking form?"
4c3a5a60-3417-4b03-a7c7-477f92cef7b8,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,What are the consequences for employers if fines are incurred on my file due to noncompliance?
ff6e74f4-d65d-4f3e-9c48-9d1eea06e902,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"As a recruitment agency, we are working with an employer who wants to hire a domestic worker from outside the country. We have signed a memorandum of understanding with the Ministry, but we're unsure about the specific requirements and controls we need to implement. Could you provide more details about these requirements?"
3302575b-e24d-4503-aca1-5e2fabdc2828,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"We have an employer who is dealing with an unlicensed entity outside the country for domestic worker recruitment. We're concerned about potential penalties for this violation. What are the consequences for dealing with unlicensed entities, and how can we ensure compliance with the Ministry's regulations?"
4fa9a73f-cd16-4538-85c5-b720c1bccbf2,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"We're a recruitment agency based in the UAE, and we're planning to expand our services to other countries. What are the obligations we need to fulfill towards the Ministry and the country in which we'll be operating, and how can we ensure that we're complying with the memorandum of understanding signed by the Ministry and the relevant country?"
e1200078-9d19-4b5b-bda8-a4109c45ae39,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"We're a recruitment agency that provides service packages for domestic workers as per the Ministry's guidelines. However, we're unsure about the prescribed government service fees set by the Council of Ministers for these services. Could you provide more information about the fees we should be charging our customers?"
13e2c2eb-1b14-429e-a6e7-f4472cb5404a,b8cd1b37-9c64-430d-a4ee-a298c6a55e58,"We're a recruitment agency that has been providing services to an establishment that has been suspended by the Ministry. We're now being asked to provide temporary employment for this establishment with the approval of the Ministry. What are the specific conditions we need to meet for temporary employment in such cases, and how can we ensure that we're complying with the Ministry's regulations?"
c6d8e391-6531-44f7-be33-0ab23678803e,66375c0d-4be7-41b5-986a-6fb51137f53b,"As an employer, I want to understand the consequences if I terminate a domestic worker's contract before the agreed-upon time due to their violation of contract terms. What administrative penalties might I face according to the Executive Regulations of Federal Decree Law No.9 of 2022 concerning Domestic Workers?"
c1fb0b7e-330d-4bb4-80ac-f38192e5bc41,66375c0d-4be7-41b5-986a-6fb51137f53b,"I am an employer who has signed an undertaking form for a domestic worker. If the worker violates any terms during the probation period, who will be liable for fines imposed on the worker's file?"
1220dcaf-b95b-49ff-ab3c-620a88bdcc04,66375c0d-4be7-41b5-986a-6fb51137f53b,"I am an employer who has hired a domestic worker through an agency. If the agency fails to provide the worker within the agreed-upon time period, what are my rights to claim reimbursement of recruitment and government costs?"
e1aa63e7-cfe4-45cf-b5eb-cfdf2cd33e9d,66375c0d-4be7-41b5-986a-6fb51137f53b,I am an employer who has hired a domestic worker and the worker has absconded. What steps should I take to submit an absconding report and what are the potential penalties if the report is found to be false?
cc5a14a2-a755-45aa-9919-800dc983e8f5,66375c0d-4be7-41b5-986a-6fb51137f53b,I am an employer who has hired a domestic worker and the worker has caused damages or losses. Am I required to reimburse the employer for these damages or losses according to the Executive Regulations of Federal Decree Law No.9 of 2022 concerning Domestic Workers?
b31d7b3a-f482-4f02-88ef-961674dbc629,66375c0d-4be7-41b5-986a-6fb51137f53b,I am a domestic worker in the UAE and my employer has caused damages to some of my personal belongings. Can I ask my employer to reimburse me for the damages?
006f9c09-dcaa-4c5c-9d6d-9204db6a7711,66375c0d-4be7-41b5-986a-6fb51137f53b,"I have been working for my employer for more than a year, but they are now asking me to sign a new contract with a shorter probation period. Is this legal?"
b57b4432-43b1-45fa-a0c3-814d5f16afcf,66375c0d-4be7-41b5-986a-6fb51137f53b,"I have been working for my employer for over a year, and they have not increased my salary despite the minimum wage regulations. What should I do?"
e9abb2ab-e420-40cf-bf32-6766a584c5cd,66375c0d-4be7-41b5-986a-6fb51137f53b,I am a domestic worker and my employer has terminated my contract without any reason. Can I claim reimbursement of recruitment and government costs?
526d0f9b-fc30-4a03-a12a-7ba93188350a,66375c0d-4be7-41b5-986a-6fb51137f53b,I am a domestic worker and I have been working for my employer for more than a year. I want to change my job. Can I terminate my contract without any penalties?
788738e1-e4dd-4c57-b662-77e79ad28409,66375c0d-4be7-41b5-986a-6fb51137f53b,"As a recruitment agency, if an employer fails to provide the domestic worker within the agreed upon time period or within thirty days after obtaining the entry permit, what are the employer's obligations according to the provided document?"
acdda816-1e4e-4316-b26d-27087b55dad4,66375c0d-4be7-41b5-986a-6fb51137f53b,"In the case of a domestic worker who has absconded, what are the penalties that the employer may face as per the document?"
32e93dae-f2b0-4ca9-8932-d7116560b222,66375c0d-4be7-41b5-986a-6fb51137f53b,"If an employer wants to terminate a domestic worker's contract due to violating any of its terms, what steps should the employer follow according to the document?"
dca60d83-4d63-4e34-b3e4-4d36b2be25d9,66375c0d-4be7-41b5-986a-6fb51137f53b,"According to the document, what is the process for an employer to receive a fine imposed on a domestic worker's file due to noncompliance?"
b8b7debe-1dc0-4ad3-82f2-f3742df09c81,66375c0d-4be7-41b5-986a-6fb51137f53b,"As a recruitment agency, if a domestic worker's file is fine-free, what are the employer's responsibilities regarding the file as per the document?"
74209fd2-c263-4c21-bfb8-539aaf1bced7,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"As an employer, I want to know if I can deduct the domestic worker's hours worked from the total amount and refund the remaining amount to the agency in the event the worker ceases to work or the contract is terminated by me. Is this allowed according to the provided document?"
36544ac0-cbd1-4661-8ea9-1995c65a8851,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"If an employer fails to provide the domestic worker within the agreed upon time period or within thirty days after obtaining the entry permit, what are their rights to terminate the contract and claim reimbursement of recruitment and government costs?"
0b410636-0d0c-4eac-bad8-ba1f14bf5e1c,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"In the event that the agency provides the employer with a domestic worker who has a fine-free domestic worker file, what are the employer's liabilities for fines imposed on the worker's file due to noncompliance?"
d221bc46-3e9a-4b9b-9efd-0b7039abf699,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"When an employer signs the domestic worker return form approved by the Ministry, what obligations does it entail?"
04cc19f3-f922-4493-ac30-8b75a50145b1,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"If an employer is required to sign an undertaking form that includes the probation period duration based on start/end dates, what happens to the domestic worker's file after the completion of the probationary period?"
fa4fa4d9-d1b4-4a47-b5d3-f831d6bd350e,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,I am a domestic worker in the UAE and my employer has not provided a safe and appropriate work environment. What are my options for reporting this violation?
73c3be63-b15d-4add-bee9-5352a6708702,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"If I, as a domestic worker, am forced to work overtime without pay, what are my rights according to UAE labor laws?"
a2bd573b-4614-45e0-b8e2-8c63821098d6,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"My employer is asking me to sign an undertaking form that includes fines incurred by previous employers. Is this legal, and what should I do if I'm uncomfortable with this condition?"
7f4fd9a5-969e-4b2e-9fe5-b03d4a968cef,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"I have been working for my employer for more than a year, and they have not provided me with an end-of-service benefit. What are my rights and what steps should I take to claim this benefit?"
d251c860-aa6c-4be2-b200-02b0903da539,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"I am a domestic worker and my employer wants to terminate my contract. They are asking me to bear the repatriation expenses. Am I responsible for these costs, and what are my rights in this situation?"
58111c06-7d3d-4e12-b51e-dc7f0013445f,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"As a recruitment agency, if a domestic worker we placed with an employer violates the terms of their contract, who is responsible for the fines imposed on the worker's file?"
568222ef-c863-4d99-bd34-a519bb927f71,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"In the event that an employer fails to provide a domestic worker within the agreed upon time period, what are their options for reimbursement of recruitment and government costs?"
bf5f12a6-e46b-4db6-bc7f-ec710be07ea7,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"If a domestic worker's file is fine-free, what responsibilities does the employer take on upon transfer of the file from the agency?"
3a83d66a-6181-4aa1-95ec-f5109a3e545e,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"When a domestic worker's contract is terminated, who is responsible for bearing the repatriation expenses?"
d416cd60-2ad1-460f-9062-3b90b5997fe9,e95597ff-e05a-4ac4-9753-b32a4a0a2c59,"If a domestic worker is forced to work against their will or is subjected to sexual harassment, bullying, or any form of violence, what actions can the worker take?"
0c4282cf-0bf0-4092-8c9a-4cf9d3be9949,d2036644-c55f-47c1-8f91-1b4511fdb312,"As an employer, if I discover that my domestic worker is working for another employer without my knowledge, what are the consequences and what steps should I take according to the provided document?"
e89054af-f935-4cae-a327-c81c0df19a47,d2036644-c55f-47c1-8f91-1b4511fdb312,"If a domestic worker is absent for more than 10 consecutive days or 15 intermittent days without a valid reason, can the employer terminate the contract unilaterally?"
8a6a8421-2141-438d-9992-508ad6e191ef,d2036644-c55f-47c1-8f91-1b4511fdb312,"In the case of a non-default termination, what are the employer's responsibilities for the costs of repatriating a deceased or ill domestic worker to their homeland?"
39892f00-f209-440b-be9c-73a4e9ee472b,d2036644-c55f-47c1-8f91-1b4511fdb312,"If a domestic worker is medically unfit to work and exhausts all sick leave, can the employer terminate the contract?"
599cb826-ddcf-45df-9023-ce55498c335e,d2036644-c55f-47c1-8f91-1b4511fdb312,"As an employer, if I want to change a domestic worker's visa from housemaid to nanny, what are the legal requirements and working hour limitations?"
ea446ddd-8637-430d-8b89-90ecfad6093f,d2036644-c55f-47c1-8f91-1b4511fdb312,I am a domestic worker in the UAE and I have been working without the employer's knowledge. Can I still be considered as working under a valid contract?
b7e79d27-a4b2-4cf1-b859-5edd1649f6aa,d2036644-c55f-47c1-8f91-1b4511fdb312,"If I, as a domestic worker, am absent for more than 10 consecutive days or 15 intermittent days without a valid reason, can my employer terminate my contract unilaterally?"
a5f7bc36-faa2-4326-abb6-19ed9467247c,d2036644-c55f-47c1-8f91-1b4511fdb312,"In the event that I, as a domestic worker, am absent for more than the specified days without a valid reason, how much time does my employer have to pay me my compensation?"
0c35af73-2fca-4b8f-ae8e-65d182982122,d2036644-c55f-47c1-8f91-1b4511fdb312,"If I, as a domestic worker, am absent for more than the specified days without a valid reason, can I still claim any compensation upon the expiration of the employment contract?"
677eda20-2ac0-49ad-aa6a-ad259d4f9763,d2036644-c55f-47c1-8f91-1b4511fdb312,"If I, as a domestic worker, am absent for more than the specified days without a valid reason, can I be considered as breaching the contractual obligations outlined in Articles 11 and 12?"
1f4b1dc2-d652-493f-b119-0eed2a1ae1df,d2036644-c55f-47c1-8f91-1b4511fdb312,"A domestic worker in our company has been working without the employer's knowledge. According to the provided document, what are the consequences for the employer in this situation?"
3a3768f8-2631-47f2-93af-b99c04c6bab1,d2036644-c55f-47c1-8f91-1b4511fdb312,"If a domestic worker in our company is absent for more than 10 consecutive days or 15 intermittent days without a valid reason, what are the implications for the employer according to the document?"
04793272-08f4-4aa9-a9e5-954610c19df6,d2036644-c55f-47c1-8f91-1b4511fdb312,"In the case of a domestic worker in our company who has been absent for more than the specified days without a valid reason, what steps should we take to address this issue according to the document?"
7773c19f-d1a5-4e32-8a38-4013e1fda4e2,d2036644-c55f-47c1-8f91-1b4511fdb312,"According to the document, what are the circumstances under which a domestic worker's employment contract can be terminated unilaterally by the employer?"
6262a14f-f5a3-4feb-bca7-fc2054e540c8,d2036644-c55f-47c1-8f91-1b4511fdb312,"If a domestic worker in our company is medically unfit to work, what are the implications for the employer regarding the contract termination according to the document?"
b4ed610d-2f2f-4756-b36b-c029d66b23ea,455fbb93-7d03-4658-8637-5c5362de5497,"As an employer, I have a domestic worker who has been working without my knowledge. What are the consequences for me and the worker according to UAE labor laws?"
31102b95-6248-4895-a23c-6a37fff139ed,455fbb93-7d03-4658-8637-5c5362de5497,"If I, as an employer, decide to terminate a domestic worker's contract without a valid reason, what notice period should I follow according to the new labor law in UAE?"
f73028fe-dad4-4985-9292-6c6f1017f2ec,455fbb93-7d03-4658-8637-5c5362de5497,"In the case of a non-default termination for a domestic worker, what are the specific procedures I should follow according to the MOHRE FAQs?"
d4117d38-3bbe-4246-aa71-f017fec41c1d,455fbb93-7d03-4658-8637-5c5362de5497,"If a domestic worker is found to be working without the employer's knowledge, can the employer still extend or renew the worker's employment contract?"
f096b7a5-bd44-40f5-ab5e-d92b7e23433b,455fbb93-7d03-4658-8637-5c5362de5497,"If a domestic worker's work permit renewal is denied for reasons beyond the employer's control, what are the implications for the employment contract according to the new labor law in UAE?"
edf19a3d-cbf5-4791-9979-ea5a1bece100,455fbb93-7d03-4658-8637-5c5362de5497,I am a domestic worker in the UAE and I found a new job without my employer's knowledge. Am I breaking any labor laws?
3b4a83ed-d9f8-4e0d-b4f6-de24841d1e7a,455fbb93-7d03-4658-8637-5c5362de5497,"If I decide to leave my job as a domestic worker in the UAE, what are the proper procedures for terminating my employment contract according to the new labor law?"
c3ffb728-6dd6-473f-8bcc-5a5dd710fb0a,455fbb93-7d03-4658-8637-5c5362de5497,I am a domestic worker in the UAE and my employer wants to terminate my contract. Can they do so without giving me the notice period specified in the contract?
5a0c7d2a-5e03-42ba-ae1f-d91a93d7daca,455fbb93-7d03-4658-8637-5c5362de5497,"As a domestic worker in the UAE, if my employer passes away, what happens to my employment contract?"
62f6b57e-da75-4020-92db-e2a373da2242,455fbb93-7d03-4658-8637-5c5362de5497,I am a domestic worker in the UAE and I have been working for my employer for several years. Can I request an extension or renewal of my employment contract?
611ebc78-510f-4cbc-b57e-fcb9bf146904,455fbb93-7d03-4658-8637-5c5362de5497,A domestic worker in our company has been working without the employer's knowledge. What are the consequences for the employer under UAE labor laws?
e39c9c01-23ba-478f-a305-2ee53b34a96a,455fbb93-7d03-4658-8637-5c5362de5497,"If a domestic worker's employment contract is terminated due to the worker's failure to fulfill the conditions for renewing the work permit, what notice period should the employer observe as per the new labor law?"
2eb86a6c-6d90-4e1d-81d4-213d8ee0eab0,455fbb93-7d03-4658-8637-5c5362de5497,"In the case of a non-default termination of a domestic worker's employment contract, what are the specific procedures the employer should follow according to the new labor law and its executive regulations?"
284e4309-7d62-4fc6-8621-832d22bfe62e,455fbb93-7d03-4658-8637-5c5362de5497,"Can a domestic worker's employment contract be terminated based on the employer's wish, and if so, what notice period should be observed as per the new labor law and its executive regulations?"
3bd33dc6-7316-4f0c-8fd1-3495d36a82e8,455fbb93-7d03-4658-8637-5c5362de5497,"If a domestic worker is found to be working without a valid work permit, what are the potential consequences for both the employer and the worker under UAE labor laws?"
d7537eff-1820-44b6-9103-aa15fec3aece,455fbb93-7d03-4658-8637-5c5362de5497,"A domestic worker in the UAE has been working without the employer's knowledge. In this scenario, what are the potential legal consequences for the employer under the new labor law?"
8b608e56-8b48-43bc-8266-65ff087dd6d5,455fbb93-7d03-4658-8637-5c5362de5497,"If a domestic worker's employment contract is terminated due to the employer's death, what specific conditions must be met according to the new labor law in the UAE?"
f5c761e0-e158-4cae-b902-518a279fba93,455fbb93-7d03-4658-8637-5c5362de5497,"In the case of a non-default termination of a domestic worker's employment contract, what notice period should be observed by both parties as per the new labor law in the UAE?"
08f28f4c-13f7-4e47-b199-6f80072ffa87,455fbb93-7d03-4658-8637-5c5362de5497,"If a domestic worker's work permit renewal fails due to reasons beyond the employer's control, can the employer legally terminate the employment contract under the new labor law in the UAE?"
8ec42764-f8ed-415a-80f9-2dca94eb270a,455fbb93-7d03-4658-8637-5c5362de5497,"In the context of the new labor law in the UAE, what are the specific conditions, rules, and procedures for terminating a domestic worker's employment contract due to bankruptcy or insolvency of the employer?"
